排名,代號,名稱,市場,股本(億),市值(億),上市年數,產業別,董事長,總經理,
1601,6241,易通展,櫃,2.37,3.62,14.2,通信網路業,張福興,張宜慶,
1602,2364,倫飛,市,14.4,3.57,19.9,電腦及週邊設備業,高育仁,高思復,
1603,3431,長天,櫃,3.55,3.52,11,通信網路業,徐彰徽,徐彰徽,
1604,8423,保綠-KY,櫃,1.94,3.52,5.3,其他業,陳東興,李雲山,
1605,6198,凌泰,櫃,2.01,3.5,14.5,半導體業,張敦凱,張敦凱,
1606,3067,全域,櫃,2.9,3.44,13.7,其他電子業,王敏烈,王敏烈,
1607,3434,哲固,櫃,2.27,3.33,9.4,光電業,簡豊連,簡豊輝,
1608,5516,雙喜,櫃,3.83,3.31,18.3,建材營造業,邱南枝,邱南枝,
1609,4304,勝昱,櫃,5.13,3.31,17.4,塑膠工業,林國瑞,林國瑞,
1610,8092,建暐,櫃,3.89,3.31,13.4,其他電子業,李聰林,李聰林,
1611,6172,互億,市,3,3.18,13.1,電腦及週邊設備業,廖年豐,廖年豐,
1612,5364,力麗店,櫃,1.41,3.17,3.9,觀光事業,蔡宗易,林喬濱,
1613,8291,尚茂,櫃,7.6,3.12,5.6,電子零組件業,黃敏恭,紀榮隆,
1614,8097,常珵,櫃,2.67,3.12,13.3,通信網路業,林銜錄,林銜錄,
1615,3287,廣寰科,櫃,4.4,3.08,9.4,電腦及週邊設備業,王忠傑,王忠傑,
1616,6225,天瀚,市,9.92,3.03,12.8,光電業,許明廉,許明廉,
1617,5468,凱鈺,櫃,6.98,2.97,16.5,半導體業,彭孟瑤,吳炳松,
1618,8906,花王,櫃,5.13,2.82,21.2,其他業,謝宗翰,謝宗翰,
1619,5314,世紀,櫃,6,2.65,20.8,半導體業,湯宇方,楊存孝,
1620,8087,華鎂鑫,櫃,2.99,2.63,13.4,光電業,楊慶堂,楊慶堂,
1621,6228,全譜,櫃,2.12,2.53,14.5,電腦及週邊設備業,高偉超,曾治元,
1622,1333,恩得利,櫃,6.15,2.52,11.9,電子零組件業,林有欽,林有欽,
1623,3095,及成,櫃,10.9,2.51,12.1,通信網路業,張正寬,張正寬(兼任),
1624,4419,元勝,櫃,2.96,2.43,16,紡織纖維,啟基投資股份有限公司,蘇怡仁,
1625,5205,漢康,櫃,1.7,2.33,16.1,資訊服務業,高承本,詹益國,
1626,8067,志旭,櫃,4.48,2.1,13.2,電子通路業,陳曜芳,陳曜芳,
1627,4413,飛寶企業,櫃,2.33,2.04,17.9,紡織纖維,林資益,黃鈺翔,
1628,3465,祥業,櫃,1.32,2.03,9.4,電子零組件業,楊福義,張嘉穎,
1629,3288,點晶,櫃,4.85,1.79,12.2,電子零組件業,金際遠,金際遠,
1630,6222,上揚,櫃,2.88,1.76,14.5,電腦及週邊設備業,張四良,蔡焜煌,
1631,6259,百徽,櫃,7.29,1.63,13.8,電子零組件業,陳正國,李代祥,
1632,5906,台南-KY,市,3,1.53,5.7,貿易百貨業,楊青峯,吳道昌,
1633,5259,清惠,市,3.45,1.43,3.6,光電業,吳煥松,任有渝,
1634,5348,系通,櫃,2.6,1.25,19.2,通信網路業,胡湘麒,胡湘麒,
1635,6291,沛亨,櫃,3.3,0.63,13.4,半導體業,李明儒,李明儒,
