排名,代號,名稱,市場,股本(億),市值(億),上市年數,產業別,董事長,總經理,
977,1517,利奇,市,22.8,23.7,21.6,電機機械,林育新,林育新,
978,3555,重鳥鵬,櫃,3.56,23.6,5.7,半導體業,陳立白,周康記,
979,4303,信立,櫃,7.28,23.6,18.3,塑膠工業,林敬隆,林敬隆,
980,8287,英格爾,櫃,14,23.6,12.5,電子零組件業,張志榮,呂正東,
981,5607,遠雄港,市,17,23.5,12.6,航運業,葉鈞耀,賴嘉玲,
982,8068,全達,櫃,6.7,23.5,13.3,電子通路業,陳文琦,黎少倫,
983,5706,鳳凰,市,6.4,23.4,5.7,觀光事業,張巍耀,卞傑民,
984,1730,花仙子,市,5.7,23.3,15.8,化學工業,蔡心心,王佳郁,
985,3029,零壹,市,12.2,23.3,14.9,資訊服務業,林嘉勳,林嘉勳,
986,4529,昶洧,櫃,8.01,23.2,16.2,其他業,沈瑋,沈瑋,
987,2642,宅配通,市,9.55,23.2,3.6,航運業,邱純枝,徐慶懿,
988,8038,長園科,櫃,5.65,23.2,3.6,電子零組件業,張李琇玉,張惇育,
989,2415,錩新,市,9.11,23.1,16.8,電子零組件業,丁廣欽,丁廣欽,
990,3686,達能,市,35,23.1,7,半導體業,方震銘,方震銘,
991,5403,中菲,櫃,6.26,22.9,17.7,資訊服務業,莊斯威,張樹義,
992,6156,松上,櫃,7.74,22.8,15.4,電子零組件業,包仁志,陳添富,
993,6142,友勁,市,26.8,22.7,13.9,通信網路業,簡志豪,曾主安,
994,5315,光聯,櫃,10.6,22.7,20.7,光電業,韓之華,葉秋芳,
995,4139,馬光-KY,櫃,3.81,22.7,6.2,生技醫療業,黃傳勝,顏金枝,
996,8096,擎亞,櫃,14,22.6,13,電子通路業,李熙俊,申東洙,
997,5491,連展,櫃,20.7,22.6,16.3,電子零組件業,林肇聰,陳鴻儀,
998,6486,互動,櫃,4.62,22.5,0.8,通信網路業,鄭炎為,郭俊良,
999,3229,晟鈦,市,9.35,22.4,7.5,電子零組件業,巫盈助,巫盈助,
1000,6217,中探針,櫃,6.32,22.4,14.5,電子零組件業,陳志峰,陳志峰,
1001,8279,生展,櫃,2.1,22.4,0.8,生技醫療業,陳威仁,陳威仁,
1002,2460,建通,市,16.9,22.3,15.8,電子零組件業,蘇中宏,蘇敦仁,
1003,3707,漢磊,櫃,17.4,22.3,2.8,半導體業,徐建華,徐建華(執行長),
1004,2008,高興昌,市,22.3,22.3,28.5,鋼鐵工業,呂泰榮,勝呂榮峰,
1005,3024,憶聲,市,27.7,22.3,14.9,光電業,趙登榜,張鏡湖,
1006,4979,華星光,櫃,7.4,22.2,5.6,通信網路業,龔行憲,倪慎如,
1007,4907,富宇,櫃,11.8,22.2,15.3,建材營造業,張清全,鍾堯明,
1008,6026,福邦證,櫃,24.2,22.2,1.4,證券業,林火燈,鄭更義,
1009,3680,家登,櫃,6.6,22.2,5.9,半導體業,邱銘乾,林添瑞,
1010,6168,宏齊,市,20.6,22.2,13.9,光電業,汪秉龍,汪秉龍,
1011,4168,醣聯,櫃,7.7,22,4.6,生技醫療業,張東玄,張東玄,
1012,3624,光頡,櫃,11.7,21.9,6.3,電子零組件業,蔡高明,張遠生,
1013,2543,皇昌,市,24.2,21.9,17.7,建材營造業,江程金,黃重雷,
1014,4707,磐亞,櫃,22.6,21.9,19.1,化學工業,王貴鋒,王皆誼,
1015,4916,事欣科,市,7.09,21.9,3.6,電腦及週邊設備業,廖文嘉,廖文嘉,
1016,4905,台聯電,櫃,4.86,21.9,15.6,通信網路業,睿進科技顧問股份有限公司代表人梁基岩,梁基岩,
1017,6508,惠光,櫃,8.14,21.8,13.3,塑膠工業,陳榮東,陳冠華,
1018,2911,麗嬰房,市,20.4,21.8,20.5,貿易百貨業,林柏蒼,張育韶,
1019,3057,喬鼎,市,16.2,21.7,14.6,電腦及週邊設備業,林東旭,林東旭,
1020,3217,優群,櫃,8.21,21.6,13.2,電子零組件業,王朝樑,劉興義,
1021,3047,訊舟,市,20,21.6,14.9,通信網路業,任冠生,任冠生,
1022,9919,康那香,市,19.7,21.6,22.7,其他業,戴榮吉,戴秀玲,
1023,3188,鑫龍騰,櫃,10.6,21.6,13.3,半導體業,黃學藤,黃學藤,
1024,9944,新麗,市,10.9,21.4,14.9,其他業,簡瑞瑞,簡裘裘,
1025,8929,富堡,櫃,3.68,21.4,16.6,其他業,林煥強,林煥強,
1026,3323,加百裕,櫃,8.68,21.3,10,電腦及週邊設備業,黃世明,黃世明,
1027,4956,光鋐,市,10,21.2,5.7,光電業,洪水樹,許明森,
1028,8074,鉅橡,櫃,7.99,21.2,13.4,電子零組件業,莊煌星,莊煌星,
1029,8905,裕國,櫃,11.9,21.1,21.4,其他業,詹義郎,詹義郎,
1030,4432,銘旺實,櫃,5.06,21.1,4.6,紡織纖維,陳盈璇,呂清裕,
1031,3294,英濟,櫃,13,21,10.2,電子零組件業,徐文麟,徐文麟,
1032,3490,單井,櫃,6.72,21,9.7,光電業,王祥亨,游孟哲,
1033,1514,亞力,市,20.1,20.9,23.3,電機機械,李文,鄭朝彬,
1034,4534,慶騰,櫃,8.15,20.9,14.3,電機機械,王光彬,王興威,
1035,1439,中和,市,9.2,20.9,28.1,紡織纖維,陳植英,黃進財,
1036,1595,川寶,櫃,3.87,20.9,5.8,電子零組件業,張鴻明,張鴻明,
1037,2417,圓剛,市,19.3,20.8,16.8,電腦及週邊設備業,郭重松,郭重松,
1038,3296,勝德,市,9.82,20.8,9.5,電子零組件業,周義雄,周義雄,
1039,4133,亞諾法,市,5.88,20.8,7.5,生技醫療業,黃韋伯,黃韋伯,
1040,3052,夆典,市,23.3,20.8,21.6,建材營造業,郭國華,郭國華,
1041,3141,晶宏,櫃,6.32,20.7,3.3,半導體業,徐豫東,徐豫東,
1042,3338,泰碩,市,6.96,20.7,3.6,電子零組件業,余清松,梁竣興,
1043,1524,耿鼎,市,18,20.7,18.7,電機機械,李茂源,李茂源,
1044,4503,金雨,櫃,3.93,20.7,20.5,電機機械,卓燦然,卓燦然,
1045,1724,台硝,市,12.8,20.6,22.3,化學工業,林宏信,劉忠奇,
1046,6284,佳邦,櫃,10.3,20.6,13,電子零組件業,鄭敦仁,曾明燦,
1047,4533,協易機,櫃,15.8,20.6,15.2,電機機械,郭雅慧,郭挺鈞,
1048,5519,隆大,市,18.3,20.6,3.4,建材營造業,陳武聰,郭漢龍,
1049,4175,杏一,櫃,2.82,20.6,3.2,生技醫療業,陳麗如,蔡德忠,
1050,4984,科納-KY,市,4.58,20.5,5.9,通信網路業,袁海驥,袁海驥,
1051,5474,聰泰,櫃,3.37,20.5,16.3,電腦及週邊設備業,陳立民,趙希政,
1052,4192,杏國,櫃,6.99,20.5,2.7,生技醫療業,李志文,蘇慕寰,
1053,3693,營邦,櫃,3.85,20.5,3.6,電腦及週邊設備業,梁順營,梁順營,
1054,4909,新復興,櫃,9.34,20.5,14.6,通信網路業,張永輝,張永輝,
1055,1799,易威,櫃,8.36,20.4,8.7,生技醫療業,李世仁,李艾平,
1056,1467,南緯,市,21,20.4,18.5,紡織纖維,林瑞岳,楊維漢,
1057,4207,環泰,櫃,17.4,20.4,17.5,食品工業,康永明,康智量,
1058,5309,系統電,櫃,21.4,20.4,21.3,電子零組件業,李益仁,駱捷中,
1059,1618,合機,市,24.1,20.3,16.8,電器電纜,楊碧綺,李新政,
1060,1586,和勤,櫃,6.96,20.3,5.5,電機機械,邱東和,邱東和,
1061,3494,誠研,市,17.9,20.3,9.6,電腦及週邊設備業,光風投資代表黃健華,黃健華,
1062,4113,聯上,櫃,20.6,20.3,14,建材營造業,蘇永義,蘇永義,
1063,3580,友威科,櫃,6.48,20.2,7,其他電子業,李原吉,李原吉,
1064,3625,西勝,櫃,6.17,20.2,7.7,電腦及週邊設備業,黃宗偉,黃宗偉,
1065,3528,安馳,市,6.31,20.2,1.1,電子通路業,李瑞西,李瑞西,
1066,8240,華宏,櫃,10,20.2,12,光電業,張瑞欽,葉清彬,
1067,2028,威致,市,32.6,20.2,20.6,鋼鐵工業,郭瑞西,郭素惠,
1068,8049,晶采,櫃,11.8,20.1,13.4,光電業,蘇漢傑,陳志湧,
1069,8072,陞泰,市,10,20,11.9,光電業,陳世忠,田正平,
1070,6208,日揚,櫃,9.9,20,14.5,電子零組件業,吳明田,寇崇善,
1071,5230,雷笛克光學,櫃,4.95,20,5.1,光電業,唐德龍,唐德龍,
1072,3622,洋華,市,15.1,20,8.3,光電業,白志強,許益川,
1073,4804,大略-KY,櫃,3.6,20,1.6,觀光事業,梁競偉,梁競偉,
1074,6161,捷波,櫃,12.1,19.9,15.4,電腦及週邊設備業,楊光強,從慶洲,
1075,2546,根基,市,10.6,19.9,16.8,建材營造業,馬玉山,黃慧仁,
1076,2461,光群雷,市,13.4,19.9,15.8,其他電子業,郭維武,陳皓凱,
1077,3669,圓展,市,9.75,19.8,5.9,光電業,郭重松,許起裕,
1078,1529,樂士,市,60,19.8,16.8,電機機械,陳龍發,許明杰,
1079,8426,紅木-KY,櫃,4.83,19.8,5.6,其他業,蘇聰明,李聖強,
1080,3218,大學光,櫃,7.61,19.7,12.6,生技醫療業,歐淑芳,盧政宏,
1081,4728,雙美,櫃,5.45,19.7,5.5,生技醫療業,蔡國洲,林泉源,
1082,3055,蔚華科,市,10.3,19.7,14.6,電子通路業,許宗賢,許宗賢,
1083,3536,誠創,市,9.68,19.6,9.2,半導體業,馬永玲,馬永玲,
1084,5520,力泰,櫃,7.1,19.6,17.7,建材營造業,吳良材,吳良材,
1085,5398,力瑋,櫃,5,19.6,17.7,電子零組件業,曾天賜,黃旭仁(執行長),
1086,1220,台榮,市,17.7,19.5,25.6,食品工業,陳維讓,陳英凱,
1087,2483,百容,市,11.1,19.5,15.8,電子零組件業,廖本林,廖本林,
1088,3631,晟楠,櫃,7.99,19.4,6.5,電子零組件業,林朝榮,林朝榮,
1089,3628,盈正,櫃,4.5,19.3,6.8,其他電子業,許文,許文,
1090,6465,威潤,櫃,2.44,19.3,1.6,通信網路業,湯潤闊,湯潤闊,
1091,3221,台嘉碩,櫃,9.64,19.2,11.4,通信網路業,黃鈺同,陳瑞鴻,
1092,3694,海華,市,13.3,19.2,6.2,通信網路業,程建中,李聰結,
1093,4933,友輝,櫃,7.73,19.1,7.2,光電業,吳東昇,吳昕杰,
1094,1809,中釉,市,16.7,19.1,21.2,玻璃陶瓷,蔡憲龍,高進昇,
1095,3164,景岳,市,8.89,19,7.3,生技醫療業,陳根德,賴威光,
1096,3303,岱稜,櫃,9.61,19,10.1,化學工業,蔡國龍,李顯昌,
1097,3094,聯傑,市,8.33,19,9.9,半導體業,郝挺,陳念台,
1098,8121,越峰,櫃,18.2,19,12.4,電子零組件業,吳亦圭,吳憲聰,
1099,9929,秋雨,市,16.9,18.9,18,其他業,陳慧遊,謝志達,
1100,3310,佳穎,櫃,8.38,18.9,9,電子零組件業,林坡圳,朱理華,
1101,2924,東凌-KY,櫃,3.4,18.9,5.6,貿易百貨業,林寶霞,許復進,
1102,3551,世禾,櫃,5.68,18.8,9.2,其他電子業,陳學聖,陳學哲,
1103,4510,高鋒,櫃,10.8,18.8,19.4,電機機械,沈國榮,沈國榮,
1104,1417,嘉裕,市,38,18.8,40.5,紡織纖維,戚維功,賴宗仁,
1105,5426,振發,櫃,14.4,18.8,17.4,電腦及週邊設備業,蔡陳美麗,蔡宗勳,
1106,3315,宣昶,市,7.03,18.8,10.7,電子通路業,高金榮,劉憲,
1107,1236,宏亞,市,10.8,18.7,15.8,食品工業,張豪城,張云綺,
1108,4930,燦星網,市,13.4,18.7,7,電器電纜,陳彥君,陳彥君,
1109,3591,艾笛森,市,13.2,18.7,6.7,光電業,吳建榮,吳建榮,
1110,8101,華冠,市,41.6,18.7,13,通信網路業,李森田,周照程,
1111,6123,上奇,櫃,5.51,18.7,15.5,電腦及週邊設備業,許承強,許承強,
1112,8027,鈦昇,櫃,6.16,18.7,2.1,電機機械,王明慶,陳坤山,
1113,8927,北基,櫃,19.2,18.7,16.7,油電燃氣業,鍾嘉村,王智民,
1114,1762,中化生,市,7.76,18.7,6.5,生技醫療業,王勳聖,楊志平,
1115,2425,承啟,市,10.9,18.7,16.8,電腦及週邊設備業,高樹榮,高樹榮,
1116,8431,匯鑽科,櫃,4.49,18.7,2.3,其他電子業,李素白,黃崇榮,
1117,4944,兆遠,櫃,21.2,18.7,6.1,光電業,姚宕梁,吳政穆,
1118,6506,雙邦,櫃,7.69,18.6,6.2,化學工業,張崇棠,許瑜娟,
1119,1528,恩德,市,18,18.6,16.8,電機機械,廖文嘉,林其泉,
1120,1783,和康生,市,7.88,18.6,3.5,生技醫療業,徐立德,陳松青,
1121,3071,協禧,櫃,14.6,18.6,12.5,電腦及週邊設備業,黃瑞益,林昭雄,
1122,6234,高僑,櫃,9.29,18.5,14.3,光電業,李義隆,李義隆,
1123,3402,漢科,櫃,7.3,18.4,10.5,其他電子業,溫永宏,謝清泉,
1124,1731,美吾華,市,13.3,18.3,15.8,生技醫療業,李成家,賴育儒,
1125,3623,富晶通,櫃,3.63,18.2,7.2,光電業,翁明顯,余建華,
1126,3332,幸康,櫃,4.81,18.2,9.5,電子零組件業,鄭震三,顏雲曉,
1127,2486,一詮,市,20.5,18.2,15.8,光電業,周萬順,周萬順,
1128,8261,富鼎,市,8.13,18.1,7.6,半導體業,鄧富吉,鄧富吉,
1129,5225,東科-KY,市,6.15,18.1,4.7,其他電子業,劉政林,白錦蒼,
1130,6219,富旺,櫃,17.4,18.1,14.4,建材營造業,林正雄,林正雄,
1131,6237,驊訊,櫃,7.81,18,14.2,半導體業,鄭期成,鄭期成,
1132,1787,福盈科,櫃,7.2,18,12.2,化學工業,莊才晉,江志舜,
1133,2901,欣欣,市,7.3,18,41.2,貿易百貨業,吳有明,楊喬百,
1134,4706,大恭,櫃,7.9,17.9,19.2,化學工業,鄧加惠,黃明發,
1135,4305,世坤,櫃,5.5,17.9,16.8,塑膠工業,林璋賦,陳俊成,
1136,4729,熒茂,櫃,10.5,17.9,8.4,光電業,方敏宗,方敏宗,
1137,5215,科嘉-KY,市,5.43,17.9,5.5,電腦及週邊設備業,林志峰,林志峰,
1138,1410,南染,市,7.2,17.9,43.7,紡織纖維,何  鈞,何  鈞,
1139,2596,綠意,櫃,9.74,17.8,8.1,建材營造業,許燈城,許燈城,
1140,3518,柏騰,市,8.07,17.8,9.6,其他電子業,陳在樸,王嘉業,
1141,3038,全台,市,18.3,17.7,14.9,光電業,曾瑞銘,王臺光,
1142,1325,恆大,市,8.53,17.7,16.8,塑膠工業,黃美慧,黃美慧,
1143,1469,理隆,市,12.5,17.6,18.4,紡織纖維,陳重義,劉昭安,
1144,3058,立德,市,17.2,17.6,14.6,電子零組件業,包忠詒,藍建銅,
1145,1235,興泰,市,6.07,17.5,16.8,食品工業,吳金泉,吳金泉,
1146,8043,蜜望實,櫃,7.99,17.5,13.7,電子零組件業,林訓民,林訓民,
1147,3224,三顧,櫃,4.39,17.5,13.1,電子通路業,胡立三,唐洪德,
1148,5703,亞都,櫃,7.02,17.5,18.1,觀光事業,周永銘,顏鎮國,
1149,4716,大立,櫃,7.33,17.4,17.3,化學工業,邱志向,蕭國華,
1150,9958,世紀鋼,市,18.6,17.3,9.3,鋼鐵工業,賴文祥,陳志昌,
1151,2528,皇普,市,13.7,17.3,22.3,建材營造業,賴建明,劉先雯,
1152,4806,昇華,櫃,2.55,17.3,1.3,文化創意業,俞惟中,謝侑利,
1153,8084,巨虹,櫃,5.39,17.3,13.3,電子通路業,鄭月卿,蕭焜賢,
1154,3441,聯一光,櫃,4,17.2,6.8,光電業,陳忠政,蔡春霖,
1155,4138,曜亞,櫃,3,17.2,6.5,生技醫療業,傅輝東,傅若軒,
1156,6609,瀧澤科,櫃,7.1,17.1,13.8,電機機械,瀧澤修三,戴雲錦,
1157,5438,東友,櫃,11.3,17,17.1,電腦及週邊設備業,黃育仁,黃育仁,
1158,6152,百一,市,17.2,17,7.6,通信網路業,許錦輝,謝德崇,
1159,1468,昶和,市,16,17,18.5,紡織纖維,陳明澤,陳明澤,
1160,6470,宇智,櫃,3.2,17,1.7,通信網路業,袁允中,袁允中,
1161,4153,鈺緯,櫃,4.94,17,4.1,生技醫療業,陳國森,陳國森,
1162,6130,星寶國際,櫃,2.67,17,15.3,生技醫療業,黃坤鍵,黃坤鍵,
1163,4116,明基醫,櫃,4.43,17,1.6,生技醫療業,陳其宏,許棠隆,
1164,4735,豪展,櫃,3.41,16.9,5.9,生技醫療業,莊明輝,紀強,
1165,3577,泓格,櫃,4.37,16.9,8.5,電腦及週邊設備業,葉,陳瑞煜,
1166,5514,三豐,櫃,17.7,16.9,18.5,建材營造業,洪敏夫,洪敏夫,
1167,8467,波力-KY,市,5.09,16.9,1.6,其他業,洪芳蘭,洪進山,
1168,5498,凱崴,櫃,16.2,16.8,16.3,電子零組件業,周邦基,初從維,
1169,3615,安可,櫃,7.06,16.8,8.2,光電業,葉垂景,姜明君,
1170,3325,旭品,櫃,7.71,16.8,11.9,電腦及週邊設備業,蕭奕彰,蕭奕彰,
1171,2431,聯昌,市,11.1,16.7,16.8,電子零組件業,黃育仁,張紹忠(代理),
1172,5905,南仁湖,櫃,20.4,16.7,14.1,貿易百貨業,李清波,何曉光,
1173,2442,新美齊,市,23.9,16.7,16.6,電腦及週邊設備業,林傳捷,林傳捷,
1174,6131,悠克,市,10.2,16.6,12.8,光電業,王進祥,張弓弼,
1175,6292,迅德,櫃,4.69,16.6,13.6,電子零組件業,陳嘉雄,蕭春桂,
1176,3531,先益,櫃,6.12,16.5,9.2,光電業,鄧嘉文,王惠民,
1177,8222,寶一,市,6.85,16.4,2.4,電機機械,曾國浩,曾國浩,
1178,3290,東浦,櫃,9.95,16.4,12.1,通信網路業,黃燈財,黃燈財,
1179,6227,茂綸,櫃,7.61,16.4,14.5,電子通路業,吳偉國,吳偉國,
1180,2516,新建,市,22.6,16.2,24.1,建材營造業,鄒宏基,朱台森,
1181,8941,關中,櫃,2.36,16.2,14.5,貿易百貨業,洪文照,周毓誠,
1182,8476,台境,櫃,3.21,16.2,0.3,其他業,張耿榕,樓仲洲,
1183,5523,豐謙,櫃,11.3,16.2,17.5,建材營造業,袁玉麒,劉瑞麟,
1184,8182,加高,櫃,10.7,16.2,11.1,電子零組件業,楊瑞陽,楊瑞陽,
1185,2427,三商電,市,18.7,16.1,16.8,資訊服務業,陳翔中,陳翔中,
1186,2613,中櫃,市,12.1,16.1,22.5,航運業,林宏年,林清展,
1187,8374,羅昇,市,8.76,16.1,8.5,電機機械,林志誠,陳文德,
1188,6186,新潤,櫃,7.17,16.1,14.9,建材營造業,黃文辰,黃文興,
1189,6169,昱泉,櫃,3.55,16,15.3,資訊服務業,許書綺,洪英超,
1190,6538,倉和,櫃,3.03,15.9,0.7,電子零組件業,蔡富得,陳柑富,
1191,2440,太空梭,市,13.9,15.9,16.7,電子零組件業,王玄輝,王玄輝,
1192,5016,松和,櫃,4.96,15.8,16.3,鋼鐵工業,林廷芳,李金南,
1193,6117,迎廣,市,8.86,15.8,13.9,電腦及週邊設備業,賴文賢,黃國輝,
1194,1776,展宇,市,6.96,15.8,1.2,化學工業,劉漢瀛,鄭智文,
1195,4188,安克,櫃,5.27,15.8,2.3,其他業,李成家,吳力人,
1196,6231,系微,櫃,3.8,15.7,14.5,資訊服務業,王志高,王志高,
1197,4109,穆拉德加捷,櫃,7.88,15.7,14.9,生技醫療業,鍾祥鳳,鍾祥鳳,
1198,1474,弘裕,市,13,15.7,16.7,紡織纖維,葉明洲,葉明洲,
1199,7402,邑錡,櫃,1.87,15.6,1.5,光電業,陳世哲,陳世哲,
1200,2321,東訊,市,63.1,15.6,25.7,通信網路業,劉兆凱,遲煥國,
1201,1470,大統染,市,8.58,15.6,18.1,紡織纖維,葉泉發,葉柏亮,
1202,6190,萬泰科,櫃,12.4,15.6,19.4,通信網路業,張銘烈,陳謙忠,
1203,2702,華園,市,9.84,15.5,52.4,觀光事業,陳海尼,陳海尼,
1204,8924,大田,櫃,12.1,15.5,17.4,其他業,李孔文,許戎民,
1205,8933,愛地雅,櫃,14.8,15.5,16.3,其他業,張元賓,張元賓,
1206,3360,尚立,櫃,7.55,15.5,11.1,電子通路業,簡剛民,簡剛民,
1207,6155,鈞寶,市,8.59,15.5,10.9,電子零組件業,楊正利,陳震漢,
1208,6126,信音,櫃,11.6,15.4,15.5,電子零組件業,甘信男,楊政綱,
1209,5015,華祺,櫃,6.06,15.3,16.6,鋼鐵工業,葉明彥,張順立,
1210,3550,聯穎,市,8.5,15.3,6.7,電子零組件業,何鈞銜,廖文宏,
1211,6603,富強鑫,櫃,12.3,15.3,13.3,電機機械,王伯壎,蔡勝宗,
1212,2413,環科,市,12.7,15.2,16.8,電子零組件業,歐正明,歐正明,
1213,3259,鑫創,櫃,8.09,15.2,9.5,半導體業,林俊宏,胡定中,
1214,2904,匯僑,市,6.9,15.2,34.5,其他業,廖述群,葉唐榮,
1215,8435,鉅邁,櫃,3.17,15.1,4.5,其他業,丁敏學,呂純旭,
1216,3594,磐儀,櫃,5.78,15,4.2,電腦及週邊設備業,李明,連啟瑞,
1217,6129,普誠,櫃,18.1,15,15.5,半導體業,姜長安,張國威,
1218,3228,金麗科,櫃,6.78,15,12.3,半導體業,易建男,葉常征,
1219,5202,力新,櫃,5.91,15,16.7,資訊服務業,林榮生,黃銘達,
1220,4908,前鼎,櫃,7.77,14.9,15.4,通信網路業,葉政彥,葉政彥,
1221,5328,華容,櫃,17.4,14.9,19.9,電子零組件業,瑞軒科技股份有限公司-代表人吳春發,郭玄彬,
1222,5255,美桀,櫃,4.31,14.8,3,電子零組件業,羅鵬程,羅文豪,
1223,1414,東和,市,22,14.7,41.4,紡織纖維,蔡淑櫻,陳文良,
1224,3002,歐格,市,10.2,14.7,15.5,電腦及週邊設備業,李廣浩,李廣浩,
1225,8424,惠普,櫃,3.61,14.7,4.6,建材營造業,張世宗,倪勇,
1226,5206,坤悅,櫃,14.8,14.7,15.7,建材營造業,陳丕岳,陳丕岳,
1227,8048,德勝,櫃,5.33,14.7,7.8,通信網路業,林坤銘,楊育哲,
1228,1539,巨庭,市,6.54,14.6,14.7,電機機械,莊博彥,羅由宜,
1229,3426,台興,櫃,2.2,14.6,0.5,電機機械,林萬興,羅凱南,
1230,3169,亞信,櫃,5.31,14.6,7.6,半導體業,陳瑞榮,王春旗,
1231,1727,中華化,市,11,14.6,16.8,化學工業,干文元,干文元,
1232,3540,曜越,櫃,6.66,14.5,9.6,電腦及週邊設備業,林培熙,林培熙,
1233,2641,正德,櫃,18.5,14.5,2.7,航運業,蔡邦權,吳文仁,
1234,3579,尚志,市,11.6,14.4,7.5,半導體業,林蔚山,李龍達,
1235,9955,佳龍,市,10.3,14.4,9.5,其他業,吳界欣,吳界欣,
1236,3438,類比科,櫃,6.74,14.4,11,半導體業,劉紹宗,劉紹宗,
1237,5601,台聯櫃,櫃,6.48,14.4,22.6,航運業,簡東捷,許哲雄,
1238,3050,鈺德,市,15.2,14.4,14.7,光電業,張昭焚,羅宜富,
1239,6210,慶生,櫃,3.5,14.4,14.4,電子零組件業,王年和,朱陳永慶,
1240,3492,長盛,櫃,3.55,14.3,2.1,電子零組件業,尚元良,葉文麒,
1241,5310,天剛,櫃,4.96,14.3,21.2,資訊服務業,沈明聰,沈明聰,
1242,2444,友旺,市,8.54,14.3,16.6,通信網路業,歐陽自坤,歐陽自坤(暫代),
1243,8390,金益鼎,櫃,9.56,14.2,9.1,其他業,莊清旗,莊瑞元,
1244,3508,位速,櫃,9.28,14.2,9.7,其他電子業,廖世文,廖世文,
1245,4973,廣穎,櫃,6.48,14.2,5,半導體業,陳慧民,袁培榮,
1246,9935,慶豐富,市,15.4,14.2,16.8,其他業,許閔琁,許竣然,
1247,4111,濟生,櫃,5.7,14,18.3,生技醫療業,蘇東茂,蘇東茂,
1248,9906,欣巴巴,市,7,14,26.6,建材營造業,"黃""火冏""輝","黃""火冏""輝",
1249,3390,旭軟,櫃,6.58,14,11.4,電子零組件業,林於晃,許燕福,
1250,5340,建榮,櫃,19.5,14,19.5,電子零組件業,柯長崎,柯長崎,
1251,6218,豪勉,櫃,6.43,14,14.5,通信網路業,彭以豪,蘇惠婉,
1252,8054,安國,櫃,7.39,13.9,12.7,半導體業,張琦棟,張琦棟,
1253,2038,海光,市,17.3,13.9,8.5,鋼鐵工業,黃韋翰,黃燦明,
1254,5481,華韡,櫃,9.47,13.9,16.2,電子零組件業,郭人武,郭人武,
1255,6151,晉倫,櫃,5.53,13.9,15.4,其他電子業,鐘春重,鐘春重,
1256,4939,亞電,櫃,9.82,13.8,5.8,電子零組件業,李建輝,李建輝,
1257,6194,育富,櫃,7.8,13.8,14.6,電子零組件業,劉永幹,劉永幹,
1258,6154,順發,櫃,8.01,13.8,15.4,電子通路業,吳錦昌,吳錦昌,
1259,1784,訊聯,櫃,4.97,13.8,9.9,生技醫療業,蔡政憲,劉天來,
1260,2380,虹光,市,20.8,13.8,18.6,電腦及週邊設備業,盛少瀾,盛少瀾,
1261,5452,佶優,櫃,14.9,13.8,16.8,其他電子業,馬康華,林日旺,
1262,2305,全友,市,20.6,13.7,28.7,電腦及週邊設備業,許正勳,許正勳,
1263,8913,全銓,櫃,4.37,13.6,19.1,其他業,李家弘,王慧中,
1264,6160,欣技,櫃,6.85,13.6,15.4,電腦及週邊設備業,廖宜彥,廖宜彥,
1265,6494,九齊,櫃,2.66,13.6,1.2,半導體業,郭秋麗,陳建隆,
1266,3588,通嘉,市,4.74,13.6,7.9,半導體業,李皓民,李皓民(兼任),
1267,6127,九豪,櫃,8.5,13.6,15.5,電子零組件業,陳清金,陳清金,
1268,4430,耀億,櫃,5.63,13.5,6.1,其他業,王昭仁,王贊景,
1269,3687,歐買尬,櫃,3.01,13.4,6.5,資訊服務業,林一泓,楊上弘,
1270,1258,其祥-KY,櫃,3.55,13.4,5.6,食品工業,王其祥,王建山,
1271,3664,安瑞-KY,櫃,7.49,13.4,7,通信網路業,沈以峰,趙耀,
1272,1465,偉全,市,10.4,13.4,19.8,紡織纖維,陳建柱,陳建柱,
1273,4995,晶達,櫃,3.41,13.3,5.2,光電業,李英珍,金仲仁,
1274,3483,力致,櫃,4.9,13.3,10.6,電腦及週邊設備業,饒振奇,饒振奇,
1275,3191,和進,櫃,5.72,13.2,12.2,電子零組件業,陳進生,龔俊仁,
1276,3021,鴻名,市,9.58,13.2,14.9,電子零組件業,張幸助,張幸助,
1277,3051,力特,市,32.5,13.2,14.7,光電業,趙寄蓉,趙寄蓉,
1278,1475,本盟,市,5.25,13.2,16.7,紡織纖維,翁明顯,鄭昭生,
1279,5251,天鉞電,櫃,3.81,13.2,4.6,光電業,汪攘夷,汪攘夷,
1280,1617,榮星,市,14.4,13.2,16.8,電器電纜,王東憲,王東澤,
1281,1466,聚隆,市,11.1,13.2,19.3,紡織纖維,周文東,林澤忠,
1282,6167,久正,櫃,16.2,13.1,15.3,光電業,王世岳,王世岳,
1283,5493,三聯,櫃,4.43,13.1,16.2,其他電子業,林榮渠,林廷芳,
1284,1540,喬福,市,8.55,13.1,14.9,電機機械,林聖明,林聖明,
1285,8032,光菱,櫃,5.18,13.1,13.8,電子通路業,呂全福,林修源,
1286,4541,晟田,櫃,5.41,13,3,其他業,謝永昌,黃寶文,
1287,4972,湯石照明,櫃,3.94,13,4.1,光電業,湯士權,湯士權,
1288,2032,新鋼,市,13.1,13,16.8,鋼鐵工業,蔡錫奇,洪慶郎,
1289,4987,科誠,櫃,2.52,13,5.3,電腦及週邊設備業,戴奉義,戴奉義,
1290,6485,點序,櫃,3.04,13,1.6,半導體業,劉坤旺,劉坤旺,
