排名,代號,名稱,市場,股價日期,當日走勢,成交,漲跌價,漲跌幅,成交張數,面值(元),股本(億),市值(億),成立年數,上市年數,產業別,董事長,總經理
1192,5016,松和,櫃,07/06,    ,31.9,-0.25,-0.78%,9,10,4.96,15.8,44.8,16.3,鋼鐵工業,林廷芳,李金南
1193,6117,迎廣,市,07/06,    ,17.85,-0.15,-0.83%,19,10,8.86,15.8,31.6,13.9,電腦及週邊設備業,賴文賢,黃國輝
1194,1776,展宇,市,07/06,    ,22.7,-0.05,-0.22%,70,10,6.96,15.8,41.2,1.2,化學工業,劉漢瀛,鄭智文
1195,4188,安克,櫃,07/06,    ,29.9,0,0%,29,10,5.27,15.8,8.5,2.3,其他業,李成家,吳力人
1196,6231,系微,櫃,07/06,    ,41.3,-1.1,-2.59%,493,10,3.8,15.7,18.8,14.5,資訊服務業,王志高,王志高
1197,4109,穆拉德加捷,櫃,07/06,    ,19.9,1.8,+9.94%,3239,10,7.88,15.7,22.2,14.9,生技醫療業,鍾祥鳳,鍾祥鳳
1198,1474,弘裕,市,07/06,    ,12.05,0.25,+2.12%,1669,10,13,15.7,46.8,16.7,紡織纖維,葉明洲,葉明洲
1199,7402,邑錡,櫃,07/06,    ,83.2,0.2,+0.24%,21,10,1.87,15.6,13.7,1.5,光電業,陳世哲,陳世哲
1200,2321,東訊,市,07/06,    ,2.47,0.21,+9.29%,73,10,63.1,15.6,36.8,25.7,通信網路業,劉兆凱,遲煥國
1201,1470,大統染,市,07/06,    ,18.15,-0.15,-0.82%,7,10,8.58,15.6,30.6,18.1,紡織纖維,葉泉發,葉柏亮
1202,6190,萬泰科,櫃,07/06,    ,12.6,0,0%,413,10,12.4,15.6,39,19.4,通信網路業,張銘烈,陳謙忠
1203,2702,華園,市,07/06,    ,15.8,0.05,+0.32%,19,10,9.84,15.5,57.9,52.4,觀光事業,陳海尼,陳海尼
1204,8924,大田,櫃,07/06,    ,12.8,0,0%,107,10,12.1,15.5,29,17.4,其他業,李孔文,許戎民
1205,8933,愛地雅,櫃,07/06,    ,10.45,-0.05,-0.48%,50,10,14.8,15.5,36.8,16.3,其他業,張元賓,張元賓
1206,3360,尚立,櫃,07/06,    ,20.5,0.05,+0.24%,394,10,7.55,15.5,32.3,11.1,電子通路業,簡剛民,簡剛民
1207,6155,鈞寶,市,07/06,    ,18,0.15,+0.84%,130,10,8.59,15.5,30.6,10.9,電子零組件業,楊正利,陳震漢
1208,6126,信音,櫃,07/06,    ,13.2,0.25,+1.93%,734,10,11.6,15.4,40.9,15.5,電子零組件業,甘信男,楊政綱
1209,5015,華祺,櫃,07/06,    ,25.25,0.1,+0.4%,271,10,6.06,15.3,33.1,16.6,鋼鐵工業,葉明彥,張順立
1210,3550,聯穎,市,07/06,    ,18,0.15,+0.84%,98,10,8.5,15.3,30.2,6.7,電子零組件業,何鈞銜,廖文宏
1211,6603,富強鑫,櫃,07/06,    ,12.4,0.35,+2.9%,847,10,12.3,15.3,26,13.3,電機機械,王伯壎,蔡勝宗
1212,2413,環科,市,07/06,    ,11.95,-0.05,-0.42%,257,10,12.7,15.2,33.4,16.8,電子零組件業,歐正明,歐正明
1213,3259,鑫創,櫃,07/06,    ,18.8,-0.5,-2.59%,127,10,8.09,15.2,18.6,9.5,半導體業,林俊宏,胡定中
1214,2904,匯僑,市,07/06,    ,22,0,0%,41,10,6.9,15.2,38.7,34.5,其他業,廖述群,葉唐榮
1215,8435,鉅邁,櫃,07/06,    ,47.5,0.85,+1.82%,66,10,3.17,15.1,39.8,4.5,其他業,丁敏學,呂純旭
1216,3594,磐儀,櫃,07/06,    ,26,-1,-3.7%,920,10,5.78,15,23.7,4.2,電腦及週邊設備業,李明,連啟瑞
1217,6129,普誠,櫃,07/06,    ,8.3,0,0%,211,10,18.1,15,31.1,15.5,半導體業,姜長安,張國威
1218,3228,金麗科,櫃,07/06,    ,22.1,-1.2,-5.15%,578,10,6.78,15,19.9,12.3,半導體業,易建男,葉常征
1219,5202,力新,櫃,07/06,    ,25.3,0.3,+1.2%,111,10,5.91,15,29.8,16.7,資訊服務業,林榮生,黃銘達
1220,4908,前鼎,櫃,07/06,    ,19.15,-0.25,-1.29%,391,10,7.77,14.9,19,15.4,通信網路業,葉政彥,葉政彥
1221,5328,華容,櫃,07/06,    ,8.54,-0.01,-0.12%,126,10,17.4,14.9,34.2,19.9,電子零組件業,瑞軒科技股份有限公司-代表人吳春發,郭玄彬
1222,5255,美桀,櫃,07/06,    ,34.4,-0.05,-0.15%,178,10,4.31,14.8,21.4,3,電子零組件業,羅鵬程,羅文豪
1223,1414,東和,市,07/06,    ,6.7,-0.01,-0.15%,147,10,22,14.7,57.8,41.4,紡織纖維,蔡淑櫻,陳文良
1224,3002,歐格,市,07/06,    ,14.45,0.05,+0.35%,268,10,10.2,14.7,33.9,15.5,電腦及週邊設備業,李廣浩,李廣浩
1225,8424,惠普,櫃,07/06,    ,40.8,0,0%,8,10,3.61,14.7,35.6,4.6,建材營造業,張世宗,倪勇
1226,5206,坤悅,櫃,07/06,    ,9.9,0.05,+0.51%,35,10,14.8,14.7,41.8,15.7,建材營造業,陳丕岳,陳丕岳
1227,8048,德勝,櫃,07/06,    ,27.6,0,0%,30,10,5.33,14.7,36,7.8,通信網路業,林坤銘,楊育哲
1228,1539,巨庭,市,07/06,    ,22.4,0.45,+2.05%,162,10,6.54,14.6,35.9,14.7,電機機械,莊博彥,羅由宜
1229,3426,台興,櫃,07/06,    ,66.5,0.8,+1.22%,91,10,2.2,14.6,33.1,0.5,電機機械,林萬興,羅凱南
1230,3169,亞信,櫃,07/06,    ,27.45,-0.3,-1.08%,249,10,5.31,14.6,22.2,7.6,半導體業,陳瑞榮,王春旗
1231,1727,中華化,市,07/06,    ,13.2,0.05,+0.38%,524,10,11,14.6,60.7,16.8,化學工業,干文元,干文元
1232,3540,曜越,櫃,07/06,    ,21.8,0.1,+0.46%,107,10,6.66,14.5,17.6,9.6,電腦及週邊設備業,林培熙,林培熙
1233,2641,正德,櫃,07/06,    ,7.84,0.06,+0.77%,470,10,18.5,14.5,18.8,2.7,航運業,蔡邦權,吳文仁
1234,3579,尚志,市,07/06,    ,12.5,-0.15,-1.19%,114,10,11.6,14.4,22,7.5,半導體業,林蔚山,李龍達
1235,9955,佳龍,市,07/06,    ,14,0.15,+1.08%,26,10,10.3,14.4,20.8,9.5,其他業,吳界欣,吳界欣
1236,3438,類比科,櫃,07/06,    ,21.4,-0.65,-2.95%,703,10,6.74,14.4,18.3,11,半導體業,劉紹宗,劉紹宗
1237,5601,台聯櫃,櫃,07/06,    ,22.2,0.3,+1.37%,0,10,6.48,14.4,44,22.6,航運業,簡東捷,許哲雄
1238,3050,鈺德,市,07/06,    ,9.44,-0.02,-0.21%,205,10,15.2,14.4,23.1,14.7,光電業,張昭焚,羅宜富
1239,6210,慶生,櫃,07/06,    ,40.95,0.05,+0.12%,42,10,3.5,14.4,32.8,14.4,電子零組件業,王年和,朱陳永慶
1240,3492,長盛,櫃,07/06,    ,40.35,0.15,+0.37%,143,10,3.55,14.3,23.2,2.1,電子零組件業,尚元良,葉文麒
1241,5310,天剛,櫃,07/06,    ,28.9,-0.1,-0.34%,11,10,4.96,14.3,27.5,21.2,資訊服務業,沈明聰,沈明聰
1242,2444,友旺,市,07/06,    ,16.75,0.1,+0.6%,4756,10,8.54,14.3,22.1,16.6,通信網路業,歐陽自坤,歐陽自坤(暫代)
1243,8390,金益鼎,櫃,07/06,    ,14.9,0,0%,63,10,9.56,14.2,20.2,9.1,其他業,莊清旗,莊瑞元
1244,3508,位速,櫃,07/06,    ,15.3,-0.1,-0.65%,98,10,9.28,14.2,15.8,9.7,其他電子業,廖世文,廖世文
1245,4973,廣穎,櫃,07/06,    ,21.9,0.05,+0.23%,44,10,6.48,14.2,14.4,5,半導體業,陳慧民,袁培榮
1246,9935,慶豐富,市,07/06,    ,9.23,-0.07,-0.75%,76,10,15.4,14.2,40.3,16.8,其他業,許閔琁,許竣然
1247,4111,濟生,櫃,07/06,    ,24.65,-0.1,-0.4%,106,10,5.7,14,54.8,18.3,生技醫療業,蘇東茂,蘇東茂
1248,9906,欣巴巴,市,07/06,    ,20.05,0.25,+1.26%,296,10,7,14,50.5,26.6,建材營造業,"黃""火冏""輝","黃""火冏""輝"
1249,3390,旭軟,櫃,07/06,    ,21.3,0.15,+0.71%,173,10,6.58,14,18.7,11.4,電子零組件業,林於晃,許燕福
1250,5340,建榮,櫃,07/06,    ,7.19,0,0%,50,10,19.5,14,24.9,19.5,電子零組件業,柯長崎,柯長崎
1251,6218,豪勉,櫃,07/06,    ,21.75,-0.2,-0.91%,95,10,6.43,14,38.2,14.5,通信網路業,彭以豪,蘇惠婉
1252,8054,安國,櫃,07/06,    ,18.8,0.15,+0.8%,59,10,7.39,13.9,17.6,12.7,半導體業,張琦棟,張琦棟
1253,2038,海光,市,07/06,    ,8.04,-0.02,-0.25%,102,10,17.3,13.9,48.3,8.5,鋼鐵工業,黃韋翰,黃燦明
1254,5481,華韡,櫃,07/06,    ,14.65,0,0%,135,10,9.47,13.9,27.1,16.2,電子零組件業,郭人武,郭人武
1255,6151,晉倫,櫃,07/06,    ,25.1,0.15,+0.6%,303,10,5.53,13.9,35,15.4,其他電子業,鐘春重,鐘春重
1256,4939,亞電,櫃,07/06,    ,14.1,0,0%,232,10,9.82,13.8,14,5.8,電子零組件業,李建輝,李建輝
1257,6194,育富,櫃,07/06,    ,17.75,0.05,+0.28%,52,10,7.8,13.8,34.4,14.6,電子零組件業,劉永幹,劉永幹
1258,6154,順發,櫃,07/06,    ,17.25,-0.05,-0.29%,13,10,8.01,13.8,21.5,15.4,電子通路業,吳錦昌,吳錦昌
1259,1784,訊聯,櫃,07/06,    ,27.75,-0.05,-0.18%,162,10,4.97,13.8,16.9,9.9,生技醫療業,蔡政憲,劉天來
1260,2380,虹光,市,07/06,    ,6.62,-0.04,-0.6%,92,10,20.8,13.8,26.2,18.6,電腦及週邊設備業,盛少瀾,盛少瀾
1261,5452,佶優,櫃,07/06,    ,9.25,-0.1,-1.07%,380,10,14.9,13.8,25.9,16.8,其他電子業,馬康華,林日旺
1262,2305,全友,市,07/06,    ,6.65,0.02,+0.3%,103,10,20.6,13.7,36.7,28.7,電腦及週邊設備業,許正勳,許正勳
1263,8913,全銓,櫃,07/06,    ,31.2,0.2,+0.65%,163,10,4.37,13.6,32.6,19.1,其他業,李家弘,王慧中
1264,6160,欣技,櫃,07/06,    ,19.9,0,0%,90,10,6.85,13.6,28.7,15.4,電腦及週邊設備業,廖宜彥,廖宜彥
1265,6494,九齊,櫃,07/06,    ,51.3,0.1,+0.2%,55,10,2.66,13.6,10.7,1.2,半導體業,郭秋麗,陳建隆
1266,3588,通嘉,市,07/06,    ,28.7,-0.1,-0.35%,106,10,4.74,13.6,14.8,7.9,半導體業,李皓民,李皓民(兼任)
1267,6127,九豪,櫃,07/06,    ,15.95,0.4,+2.57%,1181,10,8.5,13.6,25.6,15.5,電子零組件業,陳清金,陳清金
1268,4430,耀億,櫃,07/06,    ,24.05,0.05,+0.21%,6,10,5.63,13.5,43.6,6.1,其他業,王昭仁,王贊景
1269,3687,歐買尬,櫃,07/06,    ,44.6,-0.4,-0.89%,93,10,3.01,13.4,17.7,6.5,資訊服務業,林一泓,楊上弘
1270,1258,其祥-KY,櫃,07/06,    ,37.8,-0.05,-0.13%,31,10,3.55,13.4,7.2,5.6,食品工業,王其祥,王建山
1271,3664,安瑞-KY,櫃,07/06,    ,17.85,0.8,+4.69%,1462,10,7.49,13.4,8.5,7,通信網路業,沈以峰,趙耀
1272,1465,偉全,市,07/06,    ,12.9,0.05,+0.39%,46,10,10.4,13.4,44.6,19.8,紡織纖維,陳建柱,陳建柱
1273,4995,晶達,櫃,07/06,    ,39.1,-0.05,-0.13%,19,10,3.41,13.3,16.9,5.2,光電業,李英珍,金仲仁
1274,3483,力致,櫃,07/06,    ,27.1,0.45,+1.69%,170,10,4.9,13.3,19.6,10.6,電腦及週邊設備業,饒振奇,饒振奇
1275,3191,和進,櫃,07/06,    ,23.15,0.15,+0.65%,105,10,5.72,13.2,25.6,12.2,電子零組件業,陳進生,龔俊仁
1276,3021,鴻名,市,07/06,    ,13.8,0,0%,100,10,9.58,13.2,24.1,14.9,電子零組件業,張幸助,張幸助
1277,3051,力特,市,07/06,    ,4.06,0.03,+0.74%,274,10,32.5,13.2,19.3,14.7,光電業,趙寄蓉,趙寄蓉
1278,1475,本盟,市,07/06,    ,25.15,0.7,+2.86%,142,10,5.25,13.2,26.7,16.7,紡織纖維,翁明顯,鄭昭生
1279,5251,天鉞電,櫃,07/06,    ,34.6,-0.65,-1.84%,238,10,3.81,13.2,25.1,4.6,光電業,汪攘夷,汪攘夷
1280,1617,榮星,市,07/06,    ,9.14,-0.01,-0.11%,7,10,14.4,13.2,46,16.8,電器電纜,王東憲,王東澤
1281,1466,聚隆,市,07/06,    ,11.85,-0.1,-0.84%,136,10,11.1,13.2,29,19.3,紡織纖維,周文東,林澤忠
1282,6167,久正,櫃,07/06,    ,8.1,-0.03,-0.37%,488,10,16.2,13.1,25.8,15.3,光電業,王世岳,王世岳
1283,5493,三聯,櫃,07/06,    ,29.65,0.3,+1.02%,45,10,4.43,13.1,50.4,16.2,其他電子業,林榮渠,林廷芳
1284,1540,喬福,市,07/06,    ,15.3,-0.1,-0.65%,43,10,8.55,13.1,32.9,14.9,電機機械,林聖明,林聖明
1285,8032,光菱,櫃,07/06,    ,25.2,0.05,+0.2%,8,10,5.18,13.1,29.9,13.8,電子通路業,呂全福,林修源
1286,4541,晟田,櫃,07/06,    ,24.1,-0.25,-1.03%,30,10,5.41,13,25.9,3,其他業,謝永昌,黃寶文
1287,4972,湯石照明,櫃,07/06,    ,33,0.1,+0.3%,29,10,3.94,13,24.9,4.1,光電業,湯士權,湯士權
1288,2032,新鋼,市,07/06,    ,9.95,0.05,+0.51%,78,10,13.1,13,46,16.8,鋼鐵工業,蔡錫奇,洪慶郎
1289,4987,科誠,櫃,07/06,    ,51.5,-0.1,-0.19%,18,10,2.52,13,24.5,5.3,電腦及週邊設備業,戴奉義,戴奉義
1290,6485,點序,櫃,07/06,    ,42.6,0,0%,53,10,3.04,13,9.4,1.6,半導體業,劉坤旺,劉坤旺
1291,5902,德記,櫃,07/06,    ,13.7,0,0%,6,10,9.45,12.9,30.4,19.4,貿易百貨業,黃瑞典,陸永偉
1292,9950,萬國通,櫃,07/06,    ,13.35,-0.1,-0.74%,20,10,9.68,12.9,38.2,13.4,塑膠工業,謝明振,謝明振
1293,6417,韋僑,櫃,07/06,    ,36.2,0.05,+0.14%,7,10,3.56,12.9,18.3,1.7,通信網路業,曾穎堂,江鴻佑
1294,6164,華興,市,07/06,    ,12.8,0,0%,188,10,10,12.8,39.8,8.7,光電業,劉守雄,范和明
1295,6477,安集,市,07/06,    ,15.5,-0.25,-1.59%,31,10,8.25,12.8,10.4,1,光電業,黃國棟,黃國棟
1296,3321,同泰,市,07/06,    ,14.35,0.15,+1.06%,483,10,8.9,12.8,26.6,1.6,電子零組件業,曾子章,李遠智
1297,3202,樺晟,櫃,07/06,    ,13.2,0.05,+0.38%,222,10,9.67,12.8,33.3,11.9,電子零組件業,林昆成,陳彥樺
1298,1735,日勝化,市,07/06,    ,12.8,-0.05,-0.39%,85,10,9.94,12.7,28.1,14.9,化學工業,何文杰,何文杰
1299,4720,德淵,市,07/06,    ,14.35,0,0%,12,10,8.86,12.7,41,2,化學工業,林啟琛,蕭向志
1300,8088,品安,櫃,07/06,    ,21.85,0.05,+0.23%,595,10,5.79,12.6,23.4,13.4,半導體業,謝吳沛,謝吳沛
1301,1593,祺驊,櫃,07/06,    ,41.3,0.15,+0.36%,3,10,3.03,12.5,20.3,5.1,生技醫療業,徐鉦鑑,李穎哲
1302,8099,大世科,櫃,07/06,    ,18.5,0.35,+1.93%,96,10,6.72,12.4,17.2,13.3,資訊服務業,沈柏延,劉盈秀
1303,2064,晉椿,櫃,07/06,    ,17.75,-0.2,-1.11%,6,10,7,12.4,46.2,2.5,鋼鐵工業,陳陽輝,高進義
1304,1615,大山,市,07/06,    ,11.1,0,0%,14,10,11.2,12.4,43.2,17.3,電器電纜,蘇文彬,蘇文彬
1305,6199,天品,櫃,07/06,    ,20.05,0,0%,7,10,6.18,12.4,24.3,0.7,其他業,李振寬,李振寬
1306,4702,中美實,櫃,07/06,    ,5.5,-0.16,-2.83%,248,10,22.5,12.4,53.5,22.2,化學工業,高大守,高大守
1307,4946,辣椒,櫃,07/06,    ,45.15,0.1,+0.22%,488,10,2.73,12.3,10.8,6.1,資訊服務業,鄧潤澤,李亦華
1308,2611,志信,市,07/06,    ,6.88,0.01,+0.15%,118,10,17.8,12.2,43.6,23.7,航運業,黃春發,王勝雄
1309,2453,凌群,市,07/06,    ,12.2,0.05,+0.41%,364,10,10,12.2,42,16.1,資訊服務業,劉瑞復,劉瑞隆
1310,3663,鑫科,櫃,07/06,    ,16.55,0,0%,33,10,7.35,12.2,17.3,4.6,其他電子業,張惠兒,董寰乾
1311,3025,星通,市,07/06,    ,17.1,-0.3,-1.72%,1562,10,7.09,12.1,25.6,14.9,通信網路業,葉茂林,葉茂林
1312,5410,國眾,櫃,07/06,    ,14.1,-0.05,-0.35%,146,10,8.59,12.1,31.8,17.6,資訊服務業,王超群,王超群
1313,2065,世豐,櫃,07/06,    ,37,-0.2,-0.54%,64,10,3.27,12.1,43.9,0.2,鋼鐵工業,陳得麟,陳駿彥
1314,1423,利華,市,07/06,    ,6.97,-0.03,-0.43%,138,10,17.3,12.1,53,38.3,紡織纖維,應柔爾,應柔爾
1315,5324,士開,櫃,07/06,    ,11.3,-0.15,-1.31%,5,10,10.6,12,33.5,20.4,建材營造業,李昌霖,李昌霖
1316,6163,華電網,櫃,07/06,    ,11.6,0,0%,173,10,10.3,12,23.2,15.3,通信網路業,陳國章,陳國章
1317,8059,凱碩,櫃,07/06,    ,13.15,0.2,+1.54%,474,10,9.11,12,19,7.3,通信網路業,沈軾榮,潘宏盛
1318,5384,捷元,櫃,07/06,    ,15,0,0%,34,10,7.96,11.9,28.6,18.2,電腦及週邊設備業,黃偉祥,葉啟棟
1319,2063,世鎧,櫃,07/06,    ,26.5,-0.15,-0.56%,8,10,4.5,11.9,25.2,6.8,鋼鐵工業,杜泰源,林上安
1320,1566,捷邦,櫃,07/06,    ,17.9,0.1,+0.56%,36,10,6.65,11.9,40.6,6.5,電機機械,胡湘麒,胡湘麒
1321,5355,佳總,櫃,07/06,    ,7.15,-0.01,-0.14%,73,10,16.6,11.9,28.8,19,電子零組件業,曾繼立,曾繼立
1322,3306,鼎天,櫃,07/06,    ,23.45,0.15,+0.64%,10,10,5.06,11.9,19.5,12,通信網路業,蘇俊豪,陳俊彥
1323,3027,盛達,市,07/06,    ,12.15,0.05,+0.41%,93,10,9.76,11.9,44.3,14.9,通信網路業,陳忠廷,陳忠廷
1324,4762,三汰-KY,櫃,07/06,    ,57.2,0.1,+0.18%,7,10,2.07,11.9,3.5,1.5,化學工業,劉芳榮,劉芳榮
1325,4711,永純,櫃,07/06,    ,19.4,-0.1,-0.51%,49,10,6.11,11.8,51.9,18.4,化學工業,蔡慶芳,蔡慶芳
1326,1445,大宇,市,07/06,    ,8.5,-0.01,-0.12%,219,10,13.9,11.8,47.8,26.4,紡織纖維,張煜生,姚炳楠
1327,2221,大甲,櫃,07/06,    ,27.7,-0.7,-2.46%,1173,10,4.24,11.8,39.9,9.9,其他業,黃士峰,鍾志清
1328,9960,邁達康,櫃,07/06,    ,34.95,-0.05,-0.14%,19,10,3.36,11.7,17.4,12.6,貿易百貨業,吳沖,黃瓊瑤
1329,3666,光耀,櫃,07/06,    ,24,-0.2,-0.83%,517,10,4.83,11.6,13,2.6,光電業,郭維斌,袁廣麟
1330,3466,致振,櫃,07/06,    ,19,0.05,+0.26%,52,10,6.09,11.6,35.3,11.1,通信網路業,吳振乾,吳振乾
1331,3593,力銘,市,07/06,    ,10.25,-0.05,-0.49%,54,10,11.3,11.6,13.5,8.3,電子零組件業,尤惠法,尤惠法
1332,3064,泰偉,櫃,07/06,    ,16,-0.1,-0.62%,11,10,7.21,11.5,16.9,13.1,其他電子業,楊南平,楊南平
1333,1454,台富,市,07/06,    ,8.21,0.01,+0.12%,41,10,14,11.5,44.1,24.2,紡織纖維,張煜生,莊燿銘
1334,3581,博磊,櫃,07/06,    ,22.15,0,0%,137,10,5.18,11.5,18.2,2.5,半導體業,李篤誠,李篤誠
1335,4523,永彰,櫃,07/06,    ,17.9,-0.1,-0.56%,84,10,6.4,11.5,30.2,17.6,電機機械,鄭萬來,陳冠憲
1336,3276,宇環,櫃,07/06,    ,16.4,-0.4,-2.38%,3179,10,6.97,11.4,17.5,12.5,電子零組件業,陳世(金欣),李明熹
1337,2342,茂矽,市,07/06,    ,3.07,0,0%,301,10,37.2,11.4,30.5,21.8,半導體業,唐亦仙,唐亦仙
1338,1472,三洋紡,市,07/06,    ,14.9,-0.15,-1%,219,10,7.64,11.4,48.7,16.8,紡織纖維,黃俊銘,黃俊銘
1339,4714,永捷,櫃,07/06,    ,13.9,-0.25,-1.77%,1045,10,8.17,11.4,25.9,17.3,化學工業,張祐銘,劉智光
1340,4543,萬在,櫃,07/06,    ,20,0.05,+0.25%,7,10,5.67,11.3,33.2,1.3,電機機械,萬正乾,萬正乾
1341,3317,尼克森,櫃,07/06,    ,18.4,0.25,+1.38%,730,10,6.13,11.3,18.7,9.9,半導體業,楊惠強,楊惠強
1342,8033,雷虎,市,07/06,    ,8.71,0.01,+0.11%,58,10,12.9,11.2,37.8,10,其他業,陳冠如,蘇聖傑
1343,4965,商店街,櫃,07/06,    ,51.9,-1.6,-2.99%,75,10,2.16,11.2,7.1,6.3,資訊服務業,詹宏志,蘇芸
1344,4420,光明,櫃,07/06,    ,27.7,0.25,+0.91%,106,10,4.05,11.2,51,15.2,紡織纖維,詹正田,李業振
1345,3284,太普高,櫃,07/06,    ,20,0,0%,92,10,5.6,11.2,18.7,12.3,其他業,王祈蓀,沈家達
1346,5302,太欣,櫃,07/06,    ,6.86,-0.12,-1.72%,342,10,16.2,11.1,34.1,26.5,半導體業,王國肇,王國肇
1347,5878,台名,櫃,07/06,    ,46.8,0,0%,0,10,2.37,11.1,14.7,2.7,金融保險業,李正之,陳養國
1348,6405,悅城,市,07/06,    ,16.8,-0.1,-0.59%,16,10,6.58,11.1,13,3.6,光電業,陳春夏,黃睿豪
1349,6266,泰詠,櫃,07/06,    ,11.95,0.2,+1.7%,505,10,9.22,11,27.4,13.2,電子零組件業,崔世和,崔世和
1350,6215,和椿,市,07/06,    ,13.3,-0.2,-1.48%,296,10,8.28,11,36.6,9.5,其他電子業,和椿行銷顧問股份有限公司代表人張永昌,張永昌
1351,8928,鉅明,櫃,07/06,    ,21.6,-0.1,-0.46%,80,10,5.09,11,44,16.4,其他業,林進能,蔡昌均
1352,8418,捷必勝-KY,櫃,07/06,    ,16.15,0.1,+0.62%,29,10,6.8,11,7.4,5.6,其他業,林永車,林永車
1353,3093,港建,櫃,07/06,    ,30.25,0.7,+2.37%,15,10,3.63,11,40.1,12.1,其他電子業,何樹燦,廖豐瑩
1354,6133,金橋,市,07/06,    ,9.3,-0.03,-0.32%,8,10,11.7,10.9,40.6,13.9,電子零組件業,林麥升,林麥升
1355,6242,立康,櫃,07/06,    ,49,0.5,+1.03%,6,10,2.22,10.9,32.2,14.2,生技醫療業,鄭育修,黃大晉
1356,1336,台翰,櫃,07/06,    ,17.3,0.05,+0.29%,285,10,6.28,10.9,29.9,9.7,電子零組件業,楊劍平,楊劍平
1357,3523,迎輝,櫃,07/06,    ,11.2,-0.3,-2.61%,22,10,9.61,10.8,19.5,9.6,光電業,唐以鄰,呂英宗
1358,3535,晶彩科,市,07/06,    ,13.6,0.6,+4.62%,3577,10,7.91,10.8,17.3,9.4,光電業,陳永華,陳永華
1359,1813,寶利徠,櫃,07/06,    ,23.05,0.05,+0.22%,49,10,4.66,10.7,23.8,7.9,生技醫療業,宋一新,李瑞賢
1360,1616,億泰,市,07/06,    ,5.53,0.02,+0.36%,37,10,19.4,10.7,29.3,16.8,電器電纜,王銀河,張愛芬
1361,6560,欣普羅,櫃,07/06,    ,62.4,-0.5,-0.79%,117,10,1.72,10.7,17.8,0.4,光電業,陳義文,陳義文
1362,8354,冠好,櫃,07/06,    ,16.75,0.15,+0.9%,6,10,6.37,10.7,25,13.2,塑膠工業,楊文章,李永坤
1363,3537,堡達,櫃,07/06,    ,21.9,-0.1,-0.45%,38,10,4.87,10.7,29.9,7.4,電子零組件業,黃德聰,李茂洋
1364,8410,森田,櫃,07/06,    ,29.1,0,0%,3,10,3.66,10.6,44.8,6.4,電腦及週邊設備業,黃樟山,黃展隆
1365,4747,強生,櫃,07/06,    ,35.4,0.1,+0.28%,2,10,3,10.6,50.6,3.5,生技醫療業,黃柏熊,黃柏熊
1366,6472,保瑞,櫃,07/06,    ,40.1,0.2,+0.5%,31,10,2.65,10.6,10.1,0.2,生技醫療業,盛保熙,盛保熙
1367,2443,新利虹,市,07/06,    ,7.26,-0.3,-3.97%,457,10,14.6,10.6,20.8,16.5,電子零組件業,黃明和,冷錫光
1368,4556,旭然,櫃,07/06,    ,29.95,-0.25,-0.83%,2,10,3.52,10.6,31.7,1.5,其他業,吳玲美,何兆全
1369,1413,宏洲,市,07/06,    ,7.96,0.72,+9.94%,2143,10,13.2,10.5,48.9,41.5,紡織纖維,詹正田,林金鈴
1370,6287,元隆,櫃,07/06,    ,3.3,0.3,+10%,285,10,31.8,10.5,30.1,13.8,半導體業,陳清忠,陳弘元
1371,1471,首利,市,07/06,    ,5.2,-0.12,-2.26%,464,10,20.1,10.5,34.7,17.3,電子零組件業,鄭傑,鄭傑
1372,6243,迅杰,市,07/06,    ,13.9,0.1,+0.72%,109,10,7.5,10.4,19.1,7.6,半導體業,翁佳祥,鍾文凱
1373,4953,緯軟,櫃,07/06,    ,23.65,-0.25,-1.05%,66,10,4.39,10.4,25.1,3.5,資訊服務業,林憲銘,蕭清志
1374,5209,新鼎,櫃,07/06,    ,44.1,0,0%,15,10,2.35,10.4,29.9,15.4,資訊服務業,陳振欽,陳振欽
1375,8111,立碁,櫃,07/06,    ,8.84,0.12,+1.38%,429,10,11.7,10.4,28,13.4,光電業,童義興,童義興
1376,1584,精剛,櫃,07/06,    ,12.5,-0.05,-0.4%,374,10,8.25,10.3,15.1,9.6,其他業,陳興時,張世豐
1377,5475,德宏,櫃,07/06,    ,6.96,-0.03,-0.43%,305,10,14.8,10.3,20.3,16.5,電子零組件業,劉暉麟,邵宜平
1378,2643,捷迅,櫃,07/06,    ,39.1,-0.05,-0.13%,12,10,2.62,10.3,33.4,1.3,航運業,顧城明,孫鋼銀
1379,6134,萬旭,櫃,07/06,    ,10.85,0.05,+0.46%,130,10,9.43,10.2,30.1,15.5,電子零組件業,張銘烈,張程欽
1380,3118,進階,櫃,07/06,    ,31.5,-0.1,-0.32%,8,10,3.25,10.2,27.6,9.1,生技醫療業,邱春龍,邱春龍
1381,5603,陸海,櫃,07/06,    ,13.05,-0.2,-1.51%,353,10,7.83,10.2,44,20.4,航運業,何英津,何英津
1382,8443,阿瘦,市,07/06,    ,15.3,0.05,+0.33%,24,10,6.68,10.2,13.9,2.8,貿易百貨業,羅榮岳,郭欣怡
1383,2358,廷鑫,市,07/06,    ,20.55,-0.15,-0.72%,511,10,4.96,10.2,30.2,20.6,其他業,吳福禱,吳福禱
1384,6150,撼訊,櫃,07/06,    ,33.6,1.8,+5.66%,1160,10,3.03,10.2,19.7,15.3,電腦及週邊設備業,張茂松,陳劍威
